"CUSTOMER","BU","NSB_LAST","COST","NETBOOK","NOOFMFGR","INV_QTY","NOOFMTHPURCHASE","NOOFMTHPURCHASE_Q4","NOOFPART","NOOFAPFC3","CUST_LOSS","FSO","BSO"
"BEIJING CONGSHAN SHIDAI CO.,LTD./BRANCH-BEIJING1","BRANCH-BEIJING1",443797.2134939759,405556.1397,212957.2134939759,6,80445,4,3,8,6,1,0,0
"BEIJING XINHONGTAI ELECTRONIC/BRANCH-BEIJING1","BRANCH-BEIJING1",121538.4,115795.41792,195980.400000000003638,3,402408,4,3,3,3,1,0,0
"BEIJING JINGZHIHENGRUI TECHNOLOGY CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",208521.5,188961.954,369229,2,120250,7,2,9,5,1,0,0
"BEIJING SANZHONG HUAXING TECHNOLOGY CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",20163.7,17345.63826,6728.7,3,3721,5,1,4,3,1,0,0
"BEIJING HRH INFORMATION CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",1740,1657.26,0,1,3000,1,0,1,1,1,0,0
"BEIJING HANCHEN ZHONGKE TECHNO/BRANCH-BEIJING1","BRANCH-BEIJING1",542914.27,498825.07486,311439.500000000003696,12,2285723,12,3,37,18,1,0,0
"BEIJING LZJT ELECTRONIC CO.,LT/BRANCH-BEIJING1","BRANCH-BEIJING1",75364.798756217437,69937.685032664946,28800.988756217437,6,42556,9,2,20,12,1,0,0
"TANGSHAN GONGXING TECHNOLOGY CO,. LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",61372.52,53678.74152,2031.1199999999999,9,276837,11,2,13,8,1,0,0
"ISVISION (TIANJIN)TECHNOLOGY CO ., LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",13400,12609,4200,1,110000,2,0,2,1,1,0,0
"BEIJING BRIO ELECTRONIC TECHNOLOGIES LTD./BRANCH-BEIJING2","BRANCH-BEIJING2",380084.85413578514853,322602.123533291527591,235196.761243338813247,25,1378138,12,3,117,30,1,0,0
"BEIJING KUNLUN TIANCHEN INSTRUMENT TECHNOLOGY CO.,LTD./BRANCH-BEIJING2","BRANCH-BEIJING2",6393.02308802309,5759.34890255943,136.555859345333,1,1550,1,1,1,1,1,0,0
"BEIJNG UDAO INTELLIGENCE TECHNOLOGIES CO., LTD/BRANCH-BEIJING2","BRANCH-BEIJING2",1083629.9,1007652.59979,509618.99999999998549,11,9691807,11,3,43,14,1,0,0
"BEIJING RELYPRESSURE INSTRUMENTS TECHNOLOGY CO.,LTD./BRANCH-BEIJING2","BRANCH-BEIJING2",139886.2,129121.6716,72750.3,1,97400,6,3,28,7,1,0,0
"SHANXI YONGMING HENGDONGYUAN/BRANCH-BEIJING2","BRANCH-BEIJING2",288220,261877.716,183970,2,57400,6,2,3,3,1,0,0
"DONGFENG ELECTRIC VEHICLE CO./BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",109258.2086361673857,94382.6779324490446,80295.0789723529918,3,381798,8,3,33,10,0,0,0
"WUHAN ZHENGWEI ELEC. TECH. CO./BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",250517.3057786856541,230606.979865068819,126246.9480648742199,7,147228,12,3,25,14,1,0,0
"WUHAN JOTONG INTELLIGENT TECHNOLOGY CO., LTD./BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",59174.460504701966,50598.949021506745,3046.399566834153248,5,51060,5,1,7,6,1,0,0
"CHANGSHA HOTONE AUDIO CO.,LTD./BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",10574.03791794253,9332.71521677652,5523.8388716065,1,4410,4,0,2,1,1,0,0
"SHAANXI ZHONGKETIANDI AVIATION MODEL CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",1432.20401062174,1096.83,0,1,9000,1,0,1,1,0,0,0
"CHENGDU MAIPU INFORMATION TECH/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",932372.396,835769.04036,811343.606999999987666,12,1824420,12,3,69,23,1,0,0
"MIANYANG GUANGXUN ELECTRONICS TECHNOLOGY CO., LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",99030,92297.08,89190,1,162000,3,2,2,2,1,0,0
"CHENGDU GAINFREETE TECHNOLOGY/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",209653.3,191624.04437,12400.9000000000009,2,63316,11,2,26,8,1,0,0
"SICHUAN FUKENSI SCIENCE AND TECHNOLOGY CO., LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",6750,6253.775,0,1,5000,1,1,2,1,1,0,0
"WUHAN EASI VISION TECH LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",5400,5075.58,5400,2,7500,2,0,2,2,0,0,0
"HUNAN AUSMATE INFORMATION TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",107883.2,99152.055,484065,1,136600,9,3,4,2,1,0,0
"CHANGSHA WIDE TECHNOLOGY DEVELOPMENT CO., LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",6880,6515.17,6430,1,4500,1,1,3,3,1,0,0
"WUHAN BOE PHOTOELECTRICITY CO.LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",80136.5,70978.31242,31537.14,2,34591,7,3,14,7,1,0,0
"XI'AN YUFEINET TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",473819.9,418726.8883,463699,5,256775,8,0,10,8,1,0,0
"NINGXIA LGG INSTRUMENT CO,.LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",79806.4,75390.5384,55564.79999999999897,1,451120,8,3,4,2,1,0,0
"SHAANXI GANGXIN ELECTRONICS CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",63982.5,58680.3082,-1987.5,1,520,3,0,2,1,0,0,0
"SHAANXI LANHANG ELECTRONICS TECHNOLOGIES CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",43548.95,38181.56746,28548.95,1,3874,2,2,11,3,1,0,0
"XI'AN SENSOR MEASURE CONTROL T/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",107828.5,91211.77401,40445.52,2,2254,9,2,16,7,1,0,0
"XIAN HANGDIANBODA ELECTRONIC TECHNOLOGY CO.,LTD./BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",31579.48,28846.34191,3335,6,9786,6,3,22,12,1,0,0
"SHAANXI FIBERHOME INDUSTRIAL C/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",27886,25616.3424,0,1,1460,3,0,1,1,1,0,0
"QINGDAO DAESUNG ELECTRONIC/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",9732.8103700537997,9069.16231482853,8345.8868378040658,4,357502,6,2,6,4,1,0,0
"AOTAI ELECTRIC CO,.LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",1170.4559126144029,887.408949017809,527.620171576415,1,13000,2,1,3,2,1,0,0
"SHANDONG UNIVERSITY/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",220221.550851212453,190073.2382688125018,45537.953889349192049,9,648852,9,2,23,11,1,0,0
"WEIHAI NEWBEIYANG RONGXIN INFO-TECH CO.,LTD./BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",6014.41617842753,5242.848980759926,4498.66226948852,1,5800,3,2,3,2,1,0,0
"DEZHOU SINUOWEI MECHANICS CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",9901.06065363795,8993.5617,5902.91861282163,1,5,2,0,1,1,1,0,0
"YANTAI OHM ELECTRONICS CO. LTD./BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",106529.578415258667,99762.360862576235,34831.094940438145619,9,131427,10,2,24,15,1,0,0
"ROCKWELL AUTOMATION CONTROL SO/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",29157.8341490677235,25937.3399438845836,18956.19626038023967,4,12884,9,3,11,6,1,0,0
"SHENYANG MICROCYBER LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",622041.93641651492,598057.88859999999,1328250,3,699530,8,2,4,3,1,0,0
"DALIAN BEIFANG M&C ENGINEERING CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",15600,14322,0,1,4000,1,0,1,1,0,0,0
"HEILONGJIANG RAILWAY SIGNAL/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",46187.25,42952.4135,1836,2,114850,2,0,3,2,1,0,0
"BEIJING YI FANG CENTURY/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",15800,15323.22,0,1,2000,1,1,2,2,1,0,0
"BEIJING HENGSIYUAN TECHNOLOGY/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",55809,54505.73315,19052.4999999999995,3,6995,4,2,10,7,1,0,0
"BEIJING GOALTOUCH TECH&TRADE CO.,LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",6075.5,5170.21448,0,3,2062,4,1,5,3,1,0,0
"RENERGY ELECTRIC TIANJIN LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",1531.855359975039,1245.642184186909,584.457907803144,3,5500,2,1,3,3,0,0,0
"BEIJING LUOMUYUAN ELECTRICAL CO,.LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",12772,11329.15196,111770,3,236002,4,2,3,3,1,0,0
"SUOOTER TECHNOLOGY(BEIJING) LIMITED/BRANCH-BEIJING1","BRANCH-BEIJING1",8740.325,7898.89,1000,2,21000,3,0,5,4,1,0,0
"BEIJING WITVISION ELECTRONIC TECHNOLOGY CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",238101,209192.4032,267290,3,216020,8,3,23,8,1,0,0
"BEIJING SAILING HENGTONG SCIENCE AND TECHNOLOGY CO LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",9015.5,7968.1351,2287.5,3,10210,4,3,6,6,1,0,0
"BEIJING JUSON KEXIN TECHNOLOGY CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",41693,37122.02444,14660,2,9002,2,1,5,4,1,0,0
"BEIJING AITU CO., LTD./BRANCH-BEIJING1","BRANCH-BEIJING1",21437.5,19073.005,0,1,12250,2,1,1,1,1,0,0
"ALLGON COMMUNICATION (TIANJIN) LTD./BRANCH-BEIJING1","BRANCH-BEIJING1",16663.2,13702.426,1991.4,2,3700,4,0,2,2,0,0,0
"FLOWVIA TECH CO. LTD/ALTERA-TEAM","ALTERA-TEAM",334020.715671141708,277485.960785856778,277595.959610039296314,3,40397,10,3,4,3,1,0,0
"O-NET COMMUNICATIONS/ALTERA-TEAM","ALTERA-TEAM",760468,618852.49392,603138,1,137326,11,2,7,3,1,0,0
"SHANTOU INSTITUTE OF/ALTERA-TEAM","ALTERA-TEAM",49350,40912.1652,22050,1,2820,3,1,1,1,1,0,0
"DONGGUAN SHENGQI LIGHTING TECHNOLOGY CO,LTD./BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",216879.797004087244,202040.752951486113,203953.89967505282,2,335500,10,1,14,2,1,0,0
"WAC LIGHTING  CHINA/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",358948.968050206602,290419.5340096038784,239414.993588449590009,4,348360,12,3,65,5,1,0,0
"HUIZHOU YULIN TECH CO., LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",6813.624229619758,5976.83564854721,5327.48407569781,1,15000,3,0,3,2,1,0,0
"GALANZ GROUP/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",329585.7974993829165,307931.5362148298794,63850.59387240573088,5,2385960,12,3,9,7,1,0,0
"JIANGMEN RUNYU SENSOR TECHNOLOGY CO., LTD../BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",31615.726424399311,25688.048423492061,9494.51636304767715,3,60998,2,1,12,8,1,0,0
"ECKERLE (ZHUHAI) CO., LTD./BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",2030059.869562973207,1985797.36710405837,2446113.6859081561506,2,7825500,12,3,5,2,1,0,0
"UTAC DONGGUAN LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",338538,321849.65,225603.000000000009829,5,3313000,8,2,9,5,1,0,0
"ORBIT ELECTRONICS (DONGGUAN) C/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",143734.6,134272.8932,40447.9999999999999,10,325940,6,1,19,12,1,0,0
"WEICO(ASIA) INDUSTRIES LIMITED/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",8900,7316,0,1,5000,1,0,1,1,1,0,0
"GUANG ZHOU HUISIJIA INTELLIGENCE TECHNOLOGY CO.,LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",1057083.8,1003203.0776,2358996.999999999981023,2,3196920,12,3,9,4,1,0,0
"GUANGZHOU NOD ELECTRONICS CO., LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",519810.9,469595.68981,486074.500000000019782,9,904615,11,3,21,11,1,0,0
"NARUIDA TECHNOLOGY LTD./BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",1894.272668400748,1452.068710023784,0,1,205,3,2,3,1,1,0,0
"ZHUHAI GANXING AUTOMATION EQUI/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",1299.6,1204.56,0,1,18000,1,0,1,1,1,0,0
"SONT GROUP/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",61630.910813176169,50497.804618601952,21255.75919602618165,7,177452,8,3,23,15,1,0,0
"SHENZHEN VCOM TECHNOLOGY CO/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",476544,445015.0425,409849.999999999998549,2,902330,12,3,7,4,1,0,0
"SHENZHEN HUAGUAN ROBOT TECHNOLOGY CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",30584,28184.2112,242382,1,61120,2,1,2,2,1,0,0
"SJ TECHNOLOGY (SHENZHEN) CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",100770,94966.72,194917,1,344000,6,3,4,2,1,0,0
"NEWARE TECHNOLOGY LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",989636.38,925261.68145,122549.139999999981356,3,672185,12,3,10,5,1,0,0
"ZUNZHENG DIGITAL VIDEO CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",38425.8,36370.2304,53656.6,2,19012,3,3,2,2,1,0,0
"SHENZHEN SOLEMEC TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",8894.9568461835712,8167.4187313704304,-8181.0852749831468,1,10200,7,1,8,1,1,0,0
"SHENZHEN CONTROL TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",130840,126213.92,168000.000000000001137,1,337000,5,2,4,2,1,0,0
"KINCO ELECTRIC (SHENZHEN) LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",50831.4,45756.72318,21283.1999999999999,2,46326,7,1,4,2,1,0,0
"ECI (HONG KONG) COMPANY LIMITE/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",831235.65,756595.4595,690602.59999999999881,8,3202370,12,3,24,6,1,0,0
"SHENZHEN BITSOON ELECTRONICS TECHNOLOGY CO., LTD./BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",36171.8655084437,34567.7,18171.8655084437,1,20000,2,1,1,1,1,0,0
"SHENZHEN AUTOSPARK TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",56512.5,51471.9375,50950,1,93750,9,3,1,1,1,0,0
"SHENZHEN FU RUIAN INDUSTRIAL CO., LTD./BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",342997.804883665554,322546.614619081328,82280.68472433723586,4,3300162,8,2,19,6,1,0,0
"POINTMOBILE CO.,LTD/BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",54292.96,51131.46436,42252.294399999997313,2,112072,6,3,13,4,1,0,0
"SHENZHEN HUNTKEY ELECTRIC CO., LTD/BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",879532.69,787832.1027,852050.280000000000625,7,433979,12,3,10,7,1,0,0
"SHENZHEN HIWAYS TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1319121.605,1285668.92736,994386.693200000011088,2,1422100,12,3,14,2,1,0,0
"SHENZHEN TENDA TECHNOLOGY CO.,LTD./BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",864039.31,823225.76294,1120982.610000000000512,10,9869905,12,3,21,13,1,0,0
"WANZE TECHNOLOGY CORPORATION/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",143835.3,136131.138,88590.6,1,26010,8,2,1,1,1,0,0
"GUOPANNETWORK CO., LTD./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",3629.31346979501,3432.24367892419,0,1,60900,1,1,2,2,1,0,0
"UNILUMIN GROUP CO., LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",822999,731575.87,740446.00000000000241,2,9462000,12,3,17,2,1,0,0
"HONGKONG METALS INDUSTRIAL CO., LIMITED/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",120475.89,114619.2477,49778.5899999999999,14,2085949,10,3,25,14,1,0,0
"SHENZHEN CHD MICROELECTRONICS CO.LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",11605,9550.22,10125.6,4,260000,5,0,5,2,1,0,0
"DONGGUAN XINGU ELECTRONIC CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",613030.424000672408,520878.314137095196,367245.800541791200328,10,2821520,12,3,27,14,1,0,0
"SHENZHEN ZXINTELLIGENCE-DRIVEN TECHNICAL CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",21833.5200776110203,19616.9539897472645,4082.7236889395812,5,85198,7,3,22,9,1,0,0
"SHENZHEN DEYAN ELECTRONICS CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",5651.77439855702,4641.38904056822,11026.390506254135,1,2880,2,0,1,1,1,0,0
"SHENZHEN FXTON ELECTRONIC CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",7688.555566586625,6354.676959152496,5548.97816301012,3,3721,5,1,7,6,1,0,0
"SHENZHEN SHUNHE ELECTRIC TECHNOLOGY CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",36206.92953691655,25486.3516382163941,11442.3839496470443,2,229000,11,2,7,3,1,0,0
"SHEN ZHEN BAIQIANCHENG ELECTRONIC CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",51910.0141177009917,42622.9141465087291,6178.074667574817,15,386697,9,3,31,17,1,0,0
"BLUEFIN TECHNOLOGY CO., LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",119509.629462746331,99488.800510000003,71498.785153017998544,13,700833,11,3,38,18,1,0,0
"GRANDTOP ELECTRICAL HONGKONG LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",57502,51260.5414,20650,5,30220,7,2,6,5,1,0,0
"SHENZHEN IDER TECHNOLGY GO.,LTD,/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",13800,11662,100,1,400000,3,0,2,1,0,0,0
"SHENZHEN XINGFANWEI TECHNOLOGY DEVELOPMENT CO LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",76275,67819.81,127875,1,92500,4,2,3,1,1,0,0
"WINKLER INDUSTRIAL CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",86877.6,81938.893,27106.1,4,719600,10,3,10,7,1,0,0
"ATNG POWER CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",19278.7,17584.156,4715.5,4,153450,5,2,7,2,1,0,0
"GUANGZHOU YOKO ELECTRONIC CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",38020.53,34529.7052,37624.38,5,162310,8,3,6,5,1,0,0
"ES COMPONENTS (HK) CO.,LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",64007.5,59019.165,27256.5,2,1446500,7,2,6,2,1,0,0
"BEECHO ELECTRONIC TECHNOLOGY CO,. LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",103315,95394.6295,91300,3,64069,9,2,3,2,1,0,0
"ALPHALOGIC HONG KONG LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",10337.3,8322.6759,7676.3,9,200133,4,1,10,9,1,0,0
"SHENZHEN RUICHEN CORE TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",10552.5,9708.3,10552.5,1,603000,1,0,1,1,1,0,0
"EDCOM/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",4883.264792595677,4338.148512671199,-159.05395482663511,1,2870,3,2,1,1,1,0,0
"YURA CO., LTD/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",86292.498922242405,76234.0507915198,9428.59200992982817,1,76125,3,2,6,3,1,0,0
"DEONET CO.,LTD/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",1251930.2,1192393.97914,881827.400000000000057,1,150244,10,3,11,3,1,0,0
"WINLINK CO., LTD./SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",212583.72,206270.25064,198915.72,2,20024,3,1,4,3,1,0,0
"RIFATRON CO.,LTD/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",6500,5912.5872,6500,1,1040,2,1,1,1,1,0,0
"COMIZOA CO.,LTD./SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",38610,35640.93,38610,1,39000,1,1,1,1,1,0,0
"SKYROCKET H.K. LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",2324,2004.24,0,1,28000,1,0,1,1,0,0,0
"FRISTDO ELECTRONICS LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",60802.576,56529.72608,30312.056000000000455,4,8099168,5,3,12,6,1,0,0
"LITEON/BRANCH-HONGKONG1","BRANCH-HONGKONG1",9141,8751.27,3456,1,111000,5,1,4,2,1,0,0
"POWERLINE INDUSTRIAL LTD./BRANCH-HONGKONG2","BRANCH-HONGKONG2",143606.73,124479.64709531812123,36310.099999999999773,16,564635,6,2,52,24,1,0,0
"BCM ELECTRONICS CORPORATION/BRANCH-HONGKONG2","BRANCH-HONGKONG2",900384.1317,833987.97347,853825.839999999999886,12,6129503,12,3,76,21,1,0,0
"GROUP SENSE LTD./BRANCH-HONGKONG2","BRANCH-HONGKONG2",410230.28,367663.43232562654,177852.600000000012928,26,507781,12,3,73,32,1,0,0
"EASTAR SERVICES LIMITED/BRANCH-HONGKONG2","BRANCH-HONGKONG2",266027.954,249863.11356,233620.852,12,2872124,10,3,48,21,1,0,0
"NCJ TECHNOLOGIES (HK) LTD./BRANCH-HONGKONG2","BRANCH-HONGKONG2",78000,68843.9,146250,1,40000,4,1,1,1,1,0,0
"PASSION FRUIT TECHNOLOGY CO., LIMITED/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",216728.5,207925.124,117434.000000000000909,2,1639800,11,3,14,2,1,0,0
"GLORY DEALING CO., LIMITED/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",39265,36893.484032260704,16570,6,286225,7,3,7,7,1,0,0
"DONGGUAN WENGU ELEC CO., LTD/BRANCH-HONGKONG1","BRANCH-HONGKONG1",17502.404053372814,16140.50023646712,9014.986847977311977,1,1036000,8,2,2,1,1,0,0
"ECHO ELECTRONICS CO LTD/BRANCH-HONGKONG1","BRANCH-HONGKONG1",27058.1585112521332,23023.1298211461046,5352.98362292946237,15,432507,11,3,29,13,1,0,0
"KEEN OCEAN INDUSTRIAL LTD./BRANCH-HONGKONG1","BRANCH-HONGKONG1",49514.3232909641597,44102.6092428071217,20356.170972093045015,11,923587,12,3,21,9,1,0,0
"TONTEC INTERNATIONAL LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",86633.15429455189,82846.46982,69624.152415230602,3,51998,12,3,5,4,1,0,0
"PT HARMONICS TECHINDO AGUNG/BRANCH-TVIP","BRANCH-TVIP",79922.761,62978.80486,11781.68,7,460925,12,3,55,9,1,0,0
"NAMUGA PHU THO TECHNOLOGY CO., LTD/BRANCH-TVIP","BRANCH-TVIP",467753.16,429206.19276,165455.509999999998,8,594132,11,3,11,9,1,0,0
"GE BE PVT. LTD/BRANCH-INDIA","BRANCH-INDIA",168576.549478143311,138840.011359839721,62288.6427105696389,5,2289,8,2,5,3,1,0,0
"KEMSYS TECHNOLOGIES PVT LTD/BRANCH-INDIA","BRANCH-INDIA",62313.3,58468.4776,61122.499999999999943,3,18780,12,3,4,4,1,0,0
"AGILE ELECTRIC SUB ASSEMBLY PV/BRANCH-INDIA","BRANCH-INDIA",312435,298975.745,227008,1,1586500,10,1,3,1,1,0,0
"JNS INSTRUMENTS LIMITED/BRANCH-INDIA","BRANCH-INDIA",1228405.496,1069606.58904,653074.945999999995615,14,45306109,12,3,85,20,1,0,0
"ELIN ELECTRONICS LTD./BRANCH-INDIA","BRANCH-INDIA",2280,1842,2565,1,60000,3,0,1,1,1,0,0
"CROMPTON GREAVES LTD/BRANCH-INDIA","BRANCH-INDIA",171633.06,147476.93897,52499.6399999999994,21,91986,10,3,40,26,1,0,0
"S S CORPORATION/BRANCH-INDIA","BRANCH-INDIA",172631,162217.408,3550.5,2,836700,5,1,3,2,1,0,0
"UNIX ELECTRONICS CO.,LTD./BRANCH-INDIA","BRANCH-INDIA",2341143.92,2243817.6064,823084.139999999995907,3,1469158,12,3,15,5,1,0,0
"COMPONENTS ZONE/BRANCH-INDIA","BRANCH-INDIA",2280,2139.54,2280,1,6000,1,1,1,1,1,0,0
"LIQUID PROPULSION SYSTEMS CENTRE/BRANCH-INDIA","BRANCH-INDIA",241636.6,199384.47317,-8267.600000000000441,7,101201,8,1,140,8,1,0,0
"CRYPTEL (S) PTE LTD.,/BRANCH-INDIA","BRANCH-INDIA",285004.5,275170.7644,22880,3,104,7,2,7,5,0,0,0
"VASANTHA ADVANCED SYSTEMS/BRANCH-INDIA","BRANCH-INDIA",150150.2,134052.9398743945107,69758.9599999999999,11,968824,10,2,29,13,1,0,0
"SAMWHA EOCR LTD./BRANCH-KOREA2","BRANCH-KOREA2",698128.42,666884.579567341066,714954.255000000000581,14,6061371,12,3,76,23,1,0,0
"BG T&A/BRANCH-KOREA1","BRANCH-KOREA1",1730368.148697230286,1630578.284295534198,742490.971975954571286,16,3275900,12,3,73,23,1,0,0
"ETRONICS CORPORATION/BRANCH-KOREA2","BRANCH-KOREA2",44989.212613779857,39419.174974327103,25866.732613779857114,3,264761,10,1,8,3,1,0,0
"WHANAM ELECTRONICS CO.,LTD./BRANCH-KOREA1","BRANCH-KOREA1",86899.764222672753,82537.649034020287,86613.44464952147798,2,29535,5,3,11,6,1,0,0
